,0
259,0.953030303030303
260,0.9515151515151515
261,0.9515151515151515
262,0.9515151515151515
263,0.9515151515151515
264,0.9505050505050505
265,0.95
266,0.95
267,0.9484848484848485
268,0.9464646464646465
269,0.9454545454545454
270,0.9419191919191919
271,0.9388888888888889
272,0.9358585858585858
273,0.9313131313131313
274,0.9267676767676768
275,0.9242424242424242
276,0.9191919191919192
277,0.9146464646464647
278,0.9116161616161617
279,0.9070707070707071
280,0.9025252525252525
281,0.9
282,0.8964646464646464
283,0.8929292929292929
284,0.8919191919191919
285,0.8893939393939394
286,0.8868686868686869
287,0.8863636363636364
288,0.8848484848484849
289,0.8833333333333333
290,0.8803030303030304
291,0.8813131313131313
292,0.8823232323232323
293,0.8818181818181818
294,0.8893939393939394
295,0.896969696969697
296,0.9878787878787879
297,0.9186868686868687
298,0.85
299,0.6202020202020202
300,0.5454545454545454
301,0.47070707070707074
302,0.5555555555555556
303,0.04040404040404044
304,0.030303030303030276
305,0.0
